id	emotion
34170_0002_A_12	0.0830267071723938,0.006176382303237915,0.01831275410950184,0.037606656551361084,0,0
34170_0002_A_14	0.047101885080337524,0,0,0.04174630343914032,0,0
34170_0003_A_16	0.05624055862426758,0,0,0.057590484619140625,0.08024826645851135,0
34170_0003_A_17	0.059016019105911255,0,0.008793311193585396,0.04620940983295441,0.21630582213401794,0.3894769251346588
34170_0003_A_18	0.1002325713634491,0,0.01122729666531086,0,0.2982765734195709,0.6175059080123901
34170_0003_A_20	0.08445978164672852,0,0,0,0.23796093463897705,1.418531060218811
34170_0003_A_21	0.07500019669532776,0,0,0,0.17885668575763702,1.338000774383545
34170_0004_A_24	0.17952004075050354,0.005318216979503632,0,0.04681658744812012,0.15553386509418488,0.09954711049795151
34170_0004_A_25	2.137573480606079,0.2644975483417511,0,0,0,0.794768750667572
34170_0004_A_26	0.726599931716919,0.18507570028305054,0,0,0.12033665180206299,0.2604515254497528
34170_0004_A_27	0.2432975471019745,0.10122396796941757,0.009688826277852058,0,0.10126006603240967,0.029997020959854126
34170_0004_A_28	1.2443041801452637,0.07352083176374435,0,0,0.1647527515888214,0.15079265832901
34170_0005_A_31	0.28671807050704956,0.5537980794906616,0.08324999362230301,0.0019287001341581345,0.06235385313630104,0.04713013023138046
34170_0005_A_33	0.190219908952713,0.07430341839790344,0,0.01751205138862133,0.059319380670785904,0.012056145817041397
34170_0005_A_35	0.07842697203159332,0.004070743918418884,0.01666814275085926,0.2596317529678345,0.0024689175188541412,0.22155293822288513
34170_0004_A_29	0.3763076066970825,0,0.017694609239697456,0.01007339172065258,0.26239213347435,0.16964435577392578
34170_0005_A_34	0.5181872844696045,0.07420098781585693,0,0,0.03277978673577309,0.08075582981109619
34170_0005_A_36	0.08973968029022217,0,0.0020098406821489334,0.203700989484787,0,0.17516961693763733
34170_0005_A_32	0.14010044932365417,0.14609980583190918,0,0.03777697682380676,0.11347657442092896,0.055619049817323685
34170_0007_A_42	0.06263753771781921,0.0032661184668540955,0,0,0.06869441270828247,0.2040424346923828
34170_0007_A_43	0,0,0.023102732375264168,0.02454913966357708,0.05176422372460365,0.14694203436374664
34170_0007_A_44	0,0,0.05328141152858734,0,0.18548381328582764,1.4775418043136597
34170_0007_A_45	0,0,0.19291363656520844,0,0.30181849002838135,1.0989937782287598
