id	emotion
34170_0002_A_12	0.05730261281132698,0.02847718447446823,0.08103856444358826,0.0230523943901062,-0.006600689142942429,0.08476811647415161
34170_0002_A_14	0.025817979127168655,-0.01415194571018219,0.04775907099246979,0.05161374807357788,0.16837213933467865,0.4346248209476471
34170_0003_A_16	0.06751354038715363,0.013663385063409805,0.0017595123499631882,0.12218813598155975,0.21251411736011505,0.16984380781650543
34170_0003_A_17	0.07400988042354584,-0.07442519813776016,0.15360262989997864,0.2098993957042694,0.19323186576366425,1.1625670194625854
34170_0003_A_18	-0.08155597746372223,-0.048337653279304504,0.06074988842010498,0.1377137452363968,0.4502924978733063,0.559625506401062
34170_0003_A_20	-0.011418718844652176,-0.023298759013414383,0.15596552193164825,0.0381229966878891,0.09973008930683136,1.398756504058838
34170_0003_A_21	0.062171656638383865,-0.010014738887548447,0.032418712973594666,-0.0034385770559310913,0.1713191121816635,0.2512049973011017
34170_0004_A_24	0.4039512574672699,0.24542224407196045,0.02439454011619091,-0.02100677788257599,0.0893307775259018,0.1956743448972702
34170_0004_A_25	1.1172726154327393,0.3599601686000824,0.12138722836971283,-0.19830100238323212,0.12777169048786163,0.7335529327392578
34170_0004_A_26	0.7463353276252747,0.2657741606235504,0.1433902531862259,-0.16724352538585663,0.14584054052829742,0.5701515674591064
34170_0004_A_27	0.09603048861026764,0.10491108149290085,0.0720672756433487,0.04498128592967987,0.08588071167469025,0.18256066739559174
34170_0004_A_28	0.17428456246852875,-0.021973948925733566,0.015041140839457512,0.29781466722488403,0.22385524213314056,0.44829508662223816
34170_0005_A_31	0.18563565611839294,0.5969873070716858,0.16511285305023193,-0.0887284129858017,0.04274936392903328,0.12333943694829941
34170_0005_A_33	0.057891298085451126,0.07616282254457474,0.06149223446846008,0.07311826944351196,0.023545343428850174,0.11105729639530182
34170_0005_A_35	0.03955446556210518,0.12054817378520966,0.17711015045642853,0.26688867807388306,0.10004474222660065,0.30669960379600525
34170_0004_A_29	0.11656235158443451,-0.009546078741550446,0.01195804588496685,0.12167181074619293,0.20969755947589874,0.4797648787498474
34170_0005_A_34	0.5738784670829773,0.30561205744743347,0.05771452188491821,0.10484246909618378,0.18251529335975647,0.44037333130836487
34170_0005_A_36	0.14913062751293182,0.014996245503425598,0.030050186440348625,0.048584818840026855,0.10326184332370758,0.28575876355171204
34170_0005_A_32	0.05782880261540413,0.05694333463907242,-0.008209096267819405,0.035777464509010315,0.05055953934788704,0.06266141682863235
34170_0007_A_42	0.007532108575105667,0.026146642863750458,0.02502131275832653,-0.002413317561149597,0.11216266453266144,0.17541758716106415
34170_0007_A_43	0.013975400477647781,0.02702239900827408,-0.009273426607251167,0.011984691023826599,0.06855998933315277,0.01205582357943058
34170_0007_A_44	-0.02684108540415764,-0.017683684825897217,0.1315566748380661,0.04810057580471039,0.16902919113636017,1.7963074445724487
34170_0007_A_45	0.05747084692120552,0.14393660426139832,0.10611727833747864,-0.024429038166999817,0.08899156749248505,0.06889711320400238
34170_0007_A_46	0.1616811454296112,1.3907721042633057,0.1088593602180481,0.0016129463911056519,0.06786315143108368,0.28546085953712463
34170_0007_A_47	0.05495365336537361,0.042478568851947784,-0.012854145839810371,0.09717479348182678,0.055022675544023514,0.15564601123332977
34170_0008_A_49	0.06702308356761932,0.03680955618619919,-0.024235667660832405,-0.02141784131526947,0.08587636053562164,0.10272236913442612
34170_0008_A_50	0.04989676550030708,-0.010318681597709656,0.00950908474624157,-0.03560297191143036,0.029413897544145584,0.10995212197303772
34170_0008_A_51	0.08944831788539886,0.22336429357528687,0.023224962875247,0.040796175599098206,0.07560719549655914,0.156738743185997
34170_0009_A_54	0.05804990604519844,-0.01593630760908127,-0.047113239765167236,-0.017670050263404846,0.10832639038562775,0.025118282064795494
34170_0009_A_56	0.022204089909791946,0.02962271124124527,-0.0625704675912857,0.1502339094877243,0.1451282948255539,0.0762210488319397
34170_0009_A_58	0.1782492846250534,-0.02016952633857727,-0.0048881638795137405,-0.00750163197517395,0.19125254452228546,0.07100607454776764
34170_0009_A_59	-0.003201168030500412,-0.011251620948314667,0.0012318920344114304,0.020189568400382996,-0.06482331454753876,0.0235255379229784
34170_0009_A_60	0.03838704898953438,0.10121899098157883,-0.0019481200724840164,-0.01474618911743164,0.06719203293323517,0.02377982623875141
34170_0009_A_61	-0.00469772145152092,0.10701566189527512,0.057955846190452576,0.08354373276233673,0.0707823783159256,0.25497111678123474
34170_0009_A_62	0.000406462699174881,0.1325022280216217,-0.010504396632313728,-0.03153783082962036,0.08800248801708221,0.01155913807451725
34170_0009_A_63	0.026374954730272293,0.1460179090499878,-0.02671702392399311,-0.006991460919380188,0.0904916375875473,-0.029479240998625755
34170_0009_A_64	0.046586740761995316,0.016544565558433533,0.04775369167327881,0.0404072105884552,0.08362777531147003,0.26156601309776306
34170_0010_A_66	0.07417543232440948,-0.029865823686122894,-0.034322455525398254,-0.0003211796283721924,0.02838243916630745,-0.026974109932780266
