id	emotion
34170_0002_A_12	0.05214095488190651,0.0007926225662231445,0.10408611595630646,0.011028079316020012,0,0
34170_0002_A_14	0.021357271820306778,0,0.05844120681285858,0.023411309346556664,0,0.009253505617380142
34170_0003_A_16	0.0498758889734745,0,0.021453289315104485,0.04533196985721588,0.035155653953552246,0
34170_0003_A_17	0.06990191340446472,0,0.03625832498073578,0.03726727515459061,0.06733250617980957,0.11363612115383148
34170_0003_A_18	0.05916726961731911,0,0.044129811227321625,0.0220083799213171,0.18394145369529724,0.27512603998184204
34170_0003_A_20	0.04166126623749733,0,0.07063740491867065,0,0.052611082792282104,0.7109624147415161
34170_0003_A_21	0.023241672664880753,0,0.055786311626434326,0,0.05710962414741516,0.8244854211807251
34170_0004_A_24	0.17136678099632263,0.02399979531764984,0.053617626428604126,0,0.025806784629821777,0.10473044216632843
34170_0004_A_25	1.542393445968628,0.1264859437942505,0.01809520833194256,0,0,0.9780253767967224
34170_0004_A_26	1.190058708190918,0.28470689058303833,0.08646625280380249,0,0,0.34009212255477905
34170_0004_A_27	0.39023759961128235,0.17831957340240479,0.07638442516326904,0.022338731214404106,0.04551099240779877,0.07179959118366241
34170_0004_A_28	1.35591459274292,0.06113110110163689,0.02505009062588215,0.0648948922753334,0.05036282539367676,0.2933788299560547
34170_0005_A_31	0.31540223956108093,0.4142974019050598,0.181587815284729,0.025540148839354515,0.061749428510665894,0.028515156358480453
34170_0005_A_33	0.1308218240737915,0.004301588982343674,0.04189729690551758,0.054555848240852356,0.00873488187789917,0
34170_0005_A_35	0.11266916990280151,0.04253494739532471,0.06869865953922272,0.1983214020729065,0,0.01899063028395176
34170_0004_A_29	0.5431972146034241,0.028266560286283493,0.03448793292045593,0.06698822230100632,0.16476930677890778,0.15355446934700012
34170_0005_A_34	0.6349257230758667,0.09844985604286194,0,0.14512839913368225,0,0.13536430895328522
34170_0005_A_36	0.12628015875816345,0,0.02232189290225506,0.19171079993247986,0,0.0544113889336586
34170_0005_A_32	0.17050161957740784,0.09077630937099457,0.05161522328853607,0.026901116594672203,0.05369630455970764,0.017743319272994995
34170_0007_A_42	0.06553950905799866,0,0.0066238027065992355,0.0005365218967199326,0.010356247425079346,0.05415530875325203
34170_0007_A_43	0.01620635762810707,0,0.05865514278411865,0.03502897173166275,0,0.03272761404514313
34170_0007_A_44	0,0,0.15678143501281738,0.056378044188022614,0.11947810649871826,1.6234195232391357
34170_0007_A_45	0.038134846836328506,0,0.2804519534111023,0.10296124964952469,0.24880066514015198,1.2019230127334595
34170_0007_A_46	0.11618989706039429,0.5110885500907898,0.19214490056037903,0.024796409532427788,0.008777469396591187,0.5242098569869995
34170_0007_A_47	0.01306946948170662,0.05749636888504028,0.09134708344936371,0.07493522763252258,0,0.6310016512870789
34170_0008_A_49	0.04111671820282936,0.059225767850875854,0.005772752687335014,0,0.013327300548553467,0.01718086749315262
34170_0008_A_50	0.035605672746896744,0.0032981112599372864,0,0,0.00030800700187683105,0.04402488097548485
34170_0008_A_51	0.09493428468704224,0.056757114827632904,0.00840398482978344,0,0,0
34170_0009_A_54	0.04485181346535683,0,0,0,0.0100727379322052,0.014215409755706787
34170_0009_A_56	0.02040085569024086,0,0,0.002623220905661583,0,0
34170_0009_A_58	0.12396886944770813,0,0,0,0,0
34170_0009_A_59	0.029250863939523697,0,0.04705524444580078,0.01793326996266842,0,0
34170_0009_A_60	0.01989484205842018,0,0.05239839851856232,0.008098011836409569,0,0.0020762495696544647
34170_0009_A_61	0.09869474172592163,0,0.029342589899897575,0,0.010004222393035889,0.007224954664707184
34170_0009_A_62	0,0,0.05704079568386078,0.0018122103065252304,0,0
34170_0009_A_63	0,0,0.029320595785975456,0.010348295792937279,0.022713929414749146,0
34170_0009_A_64	0,0,0.05305071175098419,0,0.034862011671066284,0.06305775046348572
34170_0010_A_66	0.044315043836832047,0,0,0,0,0
34170_0010_A_67	0.0028571225702762604,0,0.020301489159464836,0,0,0
34170_0011_A_71	0.010537687689065933,0,0,0,0,0.0022316407412290573
34170_0011_A_74	0.006303105503320694,0,0.022460727021098137,0,0,0.0006452519446611404
34170_0011_A_76	0.12022048234939575,0,0.09415864944458008,0.0898527279496193,0.21177418529987335,0
34170_0011_A_78	0.11756634712219238,0,0.055496394634246826,0,0.08409631252288818,0.021502796560525894
34170_0011_A_80	0.19665229320526123,0,0.06255953013896942,0,0.10456845164299011,0.054350435733795166
34170_0011_A_81	0.11459726095199585,0.2496476173400879,0.0955098420381546,0,0.03680095076560974,0
34170_0012_A_83	0.016900602728128433,0,0,0,0.004851996898651123,0.018291480839252472
34170_0012_A_84	0.04557150974869728,0,0,0,0,0
34170_0012_A_85	0.046562496572732925,0,0.0019362997263669968,0.02018131874501705,0,0.016145195811986923
34170_0012_A_86	0.06847777962684631,0,0.03911031782627106,0.025835996493697166,0,0
34170_0012_A_87	0.07029235363006592,0,0.033428385853767395,0.029755135998129845,0,0
34170_0012_A_88	0.060406122356653214,0,0.029566539451479912,0.036111749708652496,0,0
34170_0012_A_89	0.06436342000961304,0,0.03644236922264099,0.03525076061487198,0,0
34170_0012_A_90	0.04045194759964943,0,0.0012317877262830734,0,0,0
34170_0012_A_92	0.041246864944696426,0,0.014001769945025444,0.022659605368971825,0,0
34170_0012_A_94	0.019598964601755142,0,0.00015814416110515594,0.004843180999159813,0,0
34170_0012_A_96	0,0,0.07649877667427063,0,0,0
34170_0012_A_98	0,0,0.06719605624675751,0,0,0
34170_0012_A_99	0,0,0.027632085606455803,0.0651605948805809,0,0
34170_0012_A_100	0,0,0.13496646285057068,0.07238572090864182,0.16684818267822266,0
34170_0012_A_101	0.05770290270447731,0,0,0,0.17528527975082397,0.08525915443897247
34170_0013_A_103	0.044806960970163345,0,0,0,0.06486308574676514,0
34170_0013_A_104	0.06153372302651405,0,0,0,0,0
34170_0013_A_105	0.05761069431900978,0,0,0.05039047449827194,0,0
34170_0013_A_106	0.04454917088150978,0,0.030393509194254875,0.02744596265256405,0.041367143392562866,0
34170_0013_A_107	0.034536782652139664,0,0,0.018762310966849327,0.04448121786117554,0
34170_0013_A_108	0.009444896131753922,0,0.09579242765903473,0,0.10771366953849792,0
34170_0013_A_109	0,0,0.006151897832751274,0.0006412025541067123,0.09856411814689636,0.00606175884604454
34170_0013_A_110	0.012691561132669449,0,0.03933596611022949,0,0,0
34170_0014_A_112	0.17143604159355164,0,0.10130386054515839,0.049399234354496,0.515068531036377,0.015231642872095108
34170_0014_A_113	0.2527782618999481,0.10098052769899368,0.1401834487915039,0.027068352326750755,0.17109975218772888,0
34170_0015_A_115	0.1208740770816803,0.00850609689950943,0.13761918246746063,0.019753819331526756,0.11181879043579102,0
34170_0015_A_116	0.026693467050790787,0,0.0064440201967954636,0,0.09885969758033752,0.0084771029651165
34170_0015_A_117	0.10646955668926239,1.8205534219741821,0,0,0.08555719256401062,0
34170_0015_A_118	0.05669102445244789,0.09516172111034393,0,0,0,0.038723308593034744
34170_0015_A_119	0.09651324152946472,0.7454276084899902,0,0,0,0
34170_0015_A_120	0,0.0058687906712293625,0.03065296821296215,0.0070089902728796005,0,0
34170_0015_A_121	0.010674986988306046,0.13079595565795898,0.0255791824311018,0,0,0.030976053327322006
34170_0016_A_123	0,0,0.0208642166107893,0,0,0
34170_0016_A_124	0.02145266905426979,0.26658231019973755,0.20791572332382202,0,0,0
34170_0016_A_125	0.00045663490891456604,0.1804870367050171,0.0794384777545929,0,0,0
34170_0016_A_126	0.020911458879709244,0,0.02867811731994152,0,0,0
34170_0016_A_127	0.01484769955277443,0,0.047873660922050476,0,0,0
34170_0016_A_128	0.03317214921116829,0.18057486414909363,0.30726534128189087,0,0,0
34170_0016_A_129	0.06649813055992126,0.07775753736495972,0.03983554244041443,0,0.08806340396404266,0.05145417898893356
34170_0016_A_130	0.05216151848435402,0.1945209801197052,0.10548661649227142,0.009022226557135582,0.02983495593070984,0
34170_0016_A_131	0.021276865154504776,0.06280629336833954,0.1647426038980484,0.18882808089256287,0,0
34170_0016_A_132	0.05344899371266365,0.07240403443574905,0.07985386997461319,0.1088450625538826,0,0.031635183840990067
34170_0016_A_133	0.08236318826675415,0.008526705205440521,0.0422678142786026,0,0,0.06295469403266907
34170_0016_A_134	0.1268870085477829,0.019951526075601578,0.01353280059993267,0.0796152725815773,0.013259440660476685,0.12495747208595276
34170_0016_A_135	0.126723974943161,0.0024014636874198914,0.025705678388476372,0,0,0.044485125690698624
34170_0016_A_136	0.1218411773443222,1.1584938764572144,0,0,0.10154855251312256,0
34170_0017_A_139	0.0569382943212986,0,0.01600572280585766,0.011920100077986717,0,0
34170_0017_A_140	0.002525273710489273,0.014092221856117249,0.06354138255119324,0.010894661769270897,0,0
34170_0017_A_141	0,0.1270454078912735,0,0,0,0
34170_0017_A_142	0,0,0,0.012520899996161461,0,0
34170_0017_A_143	0,0.01832905411720276,0.0745246410369873,0.06538187712430954,0.029972493648529053,0
34170_0017_A_144	0,0.043288879096508026,0.06570346653461456,0.002964010462164879,0,0
34170_0017_A_145	0,0,0.023301435634493828,0.05987921357154846,0.024260789155960083,0.0001743510365486145
34170_0017_A_146	0.04398730769753456,0,0.045212164521217346,0.019523655995726585,0,0
34170_0017_A_147	0.1557675302028656,0,0.03986053168773651,0.018253138288855553,0,0.12956637144088745
34170_0017_A_148	0.12420971691608429,0,0.0625912994146347,0.17499643564224243,0,0.42409735918045044
34170_0017_A_149	0.16640016436576843,0,0.02836860530078411,0.025975441560149193,0,0
34170_0017_A_150	0.20890453457832336,0,0.033569663763046265,0.027707701548933983,0,0
34170_0017_A_151	0.11761119961738586,0.07483500987291336,0.09443816542625427,0.01380937360227108,0,0.40263718366622925
34170_0017_A_152	0.1736719161272049,0.35128772258758545,0.0664738342165947,0,0,0
34170_0017_A_153	0.16333049535751343,0,0.014065233990550041,0,0,0.007630638778209686
34170_0017_A_154	0.15313246846199036,0,0.006765065714716911,0,0,0.046566203236579895
34170_0017_A_155	0.0749342143535614,0,0.08951058983802795,0.012318646535277367,0,0
34170_0017_A_156	0.14903545379638672,0.13142743706703186,0.015450133010745049,0,0,0
34170_0017_A_157	0.23883576691150665,0,0.01734509877860546,0,0,0
34170_0017_A_158	0.029771212488412857,0,0.033385708928108215,0,0,0
34170_0017_A_159	0.025253746658563614,0,0.009939489886164665,0,0,0
34170_0017_A_160	0.02003154531121254,0,0.018097830936312675,0.019555410370230675,0,0
34170_0017_A_161	0.014784518629312515,0,0.020547090098261833,0.02957533858716488,0,0
34170_0017_A_162	0.10045856237411499,0,0,0.015328695997595787,0,0.00031831488013267517
34170_0017_A_163	0,0,0.23688212037086487,0.19468776881694794,0,0.048627421259880066
34170_0017_A_164	0,0,0.0011194031685590744,0.008393784984946251,0.04509270191192627,0
34170_0017_A_165	0,0,0.051596447825431824,0.1640293151140213,0,0.009608771651983261
34170_0017_A_166	0.09938566386699677,0.09235744178295135,0.14418815076351166,0.2602662742137909,0,0
34170_0017_A_167	0.3033634126186371,1.6705247163772583,0,0,0,0.08706602454185486
34170_0017_A_168	0.24994967877864838,0.1773456335067749,0.0332413986325264,0,0,0.03428597375750542
34170_0017_A_169	0.7882051467895508,0.10792569071054459,0.03381524235010147,0.07117895036935806,0,0
34170_0017_A_173	0.11627259850502014,0.14753328263759613,0.03648022562265396,0,0,0.1937754601240158
34170_0017_A_170	0.0017031468451023102,0.010410003364086151,0,0,0,0.6426385045051575
34170_0017_A_172	0.12375906109809875,0.06091072037816048,0.0594230517745018,0.01771601103246212,0,0.14257404208183289
34170_0017_A_175	0,0,0.04138129949569702,0,0,0
34170_0017_A_176	0,0,0.028101308271288872,0.010476773604750633,0,0
34170_0017_A_178	0.013767186552286148,0,0,0,0,0
34170_0017_A_179	0,0.06436410546302795,0.2740996479988098,0,0,0
34170_0017_A_181	0.06754496693611145,0.0014447979629039764,0.05493371933698654,0,0,0
34170_0017_A_182	0.4003884196281433,0.4400855600833893,0.22870200872421265,0.055797137320041656,0,0
34170_0017_A_184	0.0863785445690155,0.052195485681295395,0.04870123416185379,0.09843086451292038,0,0.010804641991853714
34170_0017_A_185	0.07771170139312744,0,0.07546460628509521,0.05924931913614273,0,0.02505740150809288
34170_0017_A_187	0.06279531121253967,0,0.06391182541847229,0.20548298954963684,0.009425580501556396,0.011446598917245865
34170_0017_A_188	0.13295486569404602,0.01664966531097889,0.24758797883987427,0.7928444743156433,0.03083673119544983,0.14410537481307983
34170_0017_A_189	0.11069786548614502,0.16129407286643982,0.14548394083976746,0.16981135308742523,0.13522176444530487,0.01465437188744545
34170_0017_A_191	0.25127315521240234,0.016023602336645126,0.051019757986068726,0.15307073295116425,0.04850640892982483,0.030221808701753616
34170_0017_A_192	0.3040987551212311,0.008616574108600616,0.08435289561748505,0.03574373573064804,0.0004691779613494873,0.010829366743564606
34170_0017_A_193	0.15026499330997467,0.28267908096313477,0.06806261837482452,0,0,0
34170_0017_A_194	0.20548057556152344,0.19005835056304932,0.016619129106402397,0.04429555684328079,0,0
34170_0017_A_195	1.820637583732605,0.23121711611747742,0,0.03745058923959732,0,0
34170_0017_A_196	1.9157936573028564,0.31836965680122375,0,0,0,0
34170_0017_A_198	0.21030297875404358,0.030296552926301956,0.06529437005519867,0.031664781272411346,0,0.018612384796142578
34170_0017_A_199	0.2720530033111572,0.041942741721868515,0.02726571075618267,0,0,0.03425365686416626
34170_0017_A_200	0.13234135508537292,0.010936670005321503,0.007252393290400505,0,0,0
34170_0019_A_207	0,0,0.049207985401153564,0,0.014308899641036987,0.023952310904860497
34170_0019_A_208	0.0029282011091709137,0,0.06950384378433228,0,0,0
34170_0019_A_209	0,0.1262691617012024,0.06780435144901276,0,0,0
34170_0019_A_210	0,0,0.04589042067527771,0.029848193749785423,0,0
34170_0019_A_217	0.03819451108574867,0,0.01296241395175457,0.00016642175614833832,0,0
34170_0019_A_219	0.03706878796219826,0.20708045363426208,0,0,0,0
34170_0019_A_225	0.023315701633691788,0,0.01379602961242199,0.05087541788816452,0,0.030787430703639984
34170_0019_A_226	0.11801844835281372,0.07532521337270737,0.04525279998779297,0,0,0
34170_0019_A_231	0.031958166509866714,0.003676369786262512,0.07427807152271271,0.058815695345401764,0,0
34170_0020_A_238	0.07007640600204468,0.0969134271144867,0.034995585680007935,0,0,0
34170_0020_A_239	0.06497737765312195,0.15156662464141846,0.04519224166870117,0,0,0
34170_0020_A_240	0.061937276273965836,0.07223973423242569,0.10484674572944641,0.0374956950545311,0,0
34170_0020_A_241	0,0.09548863023519516,0.06726811826229095,0.04281800985336304,0,0.04586528241634369
34170_0020_A_242	0.008416358381509781,0.02870919369161129,0.07361648976802826,0.09282591193914413,0.025906771421432495,0
34170_0020_A_243	0,0,0.003193376585841179,1.278857707977295,0.06830891966819763,0.009784210473299026
34170_0020_A_246	0.22512120008468628,0.004322167485952377,0.05750049650669098,0.07450675219297409,0.06489190459251404,0.021324116736650467
34170_0020_A_247	0.4515132009983063,0.5435508489608765,0.11064538359642029,0.018452664837241173,0,0
34170_0020_A_251	0.07803016901016235,0,0.11580878496170044,0,0,0
34170_0020_A_252	0.18516969680786133,0,0.14021438360214233,0.0165716465562582,0.015168875455856323,0
34170_0021_A_255	0.09221512079238892,0.13595092296600342,0.08594056963920593,0,0.20530003309249878,0
34170_0021_A_257	0.042548660188913345,0,0.018035678192973137,0.007025023922324181,0.06676021218299866,0.03323053941130638
34170_0021_A_259	0.07070770859718323,0,0.17974026501178741,0.02430347166955471,0.26218941807746887,0.02644183114171028
34170_0021_A_261	0.21360456943511963,0.2733130156993866,0.097068652510643,0,0.13077186048030853,0
34170_0021_A_262	0.07167312502861023,0.07820846140384674,0.07484614849090576,0.007034977898001671,0.14297708868980408,0
34170_0022_A_265	0.0360952652990818,0.09238119423389435,0.043521732091903687,0.000714203342795372,0.06157955527305603,0
34170_0022_A_266	0.09539744257926941,0.00788210704922676,0,0.006705215200781822,0.07413485646247864,0
34170_0022_A_267	0.01811826601624489,0,0,0.01516047678887844,0.05587112903594971,0
