id	emotion
34170_0002_A_12	0.040800321847200394,0.019253186881542206,0.08240652084350586,0.004892114549875259,0,0
34170_0002_A_14	0.023238379508256912,0,0.05181500315666199,0.015211615711450577,0,0.006744839251041412
34170_0003_A_16	0.033521343022584915,0,0.03188532590866089,0.03607216104865074,0.02356119267642498,0.0034142211079597473
34170_0003_A_17	0.051755357533693314,0,0.05373139679431915,0.03898603841662407,0.06010162830352783,0.11473066359758377
34170_0003_A_18	0.07304288446903229,0,0.05768348276615143,0.021798942238092422,0.20035530626773834,0.32591843605041504
34170_0003_A_20	0.09956364333629608,0,0.08948083221912384,0,0.06498800218105316,0.8740488886833191
34170_0003_A_21	0.03917055204510689,0,0.0706884115934372,0,0.06538444757461548,0.794806957244873
34170_0004_A_24	0.14212270081043243,0.018549475818872452,0.051281556487083435,0.01982131227850914,0.05840989947319031,0.09065268933773041
34170_0004_A_25	2.145775318145752,0.21143658459186554,0,0,0,0.8578051924705505
34170_0004_A_26	1.2005696296691895,0.3102571964263916,0.04883822798728943,0,0.015170512720942497,0.2780759334564209
34170_0004_A_27	0.24939070641994476,0.13882580399513245,0.055654481053352356,0,0.047254517674446106,0.043852876871824265
34170_0004_A_28	1.6910117864608765,0.15545909106731415,0,0.03152574226260185,0.05464109778404236,0.2128046602010727
34170_0005_A_31	0.3255453109741211,0.42812085151672363,0.14583419263362885,0.02993105724453926,0.05529549717903137,0.03965821862220764
34170_0005_A_33	0.14109595119953156,0.04149259999394417,0.04235261678695679,0.024623822420835495,0.00613844208419323,0.02408244088292122
34170_0005_A_35	0.08689425885677338,0.005705937743186951,0.053896889090538025,0.24842479825019836,0,0.11325854808092117
34170_0004_A_29	0.44162970781326294,0.034281350672245026,0.038005948066711426,0.05096844211220741,0.16878969967365265,0.05467268079519272
34170_0005_A_34	0.6730718016624451,0.08914872258901596,0,0.04473229870200157,0,0.16976268589496613
34170_0005_A_36	0.1201859563589096,0.00043005868792533875,0.04181833565235138,0.1675439476966858,0,0.10244731605052948
34170_0005_A_32	0.1696494072675705,0.15093949437141418,0.04341907799243927,0.014188017696142197,0.01990930549800396,0.059849418699741364
34170_0007_A_42	0.06686846911907196,0,0.0042093973606824875,0,0,0.09744174778461456
34170_0007_A_43	0.03509138897061348,0,0.033131182193756104,0.02349231019616127,0,0.10400067269802094
34170_0007_A_44	0,0,0.10633867979049683,0.06620161235332489,0.04509061574935913,1.5726046562194824
34170_0007_A_45	0.058462340384721756,0,0.23531462252140045,0.07735611498355865,0.19799382984638214,0.8970291614532471
34170_0007_A_46	0.1530487835407257,0.5875269770622253,0.13739462196826935,0,0,0.3925594687461853
34170_0007_A_47	0.02227296307682991,0.1763337254524231,0.0816102996468544,0,0,0.3351067900657654
34170_0008_A_49	0.03165273740887642,0.06664241850376129,0,0,0.006107984110713005,0.029445625841617584
34170_0008_A_50	0.0026109404861927032,0,0,0,0,0.05392757058143616
34170_0008_A_51	0.05826370790600777,0.06499207019805908,0.00444347970187664,0,0,0
34170_0009_A_54	0.01938803866505623,0,0,0,0.010641215369105339,0.05333263799548149
34170_0009_A_56	0.01628725603222847,0,0,0,0,0.005225548520684242
34170_0009_A_58	0.127461776137352,0,0,0,0.027034280821681023,0.021379753947257996
34170_0009_A_59	0.01381196454167366,0,0.025709180161356926,0,0,0.02639218233525753
34170_0009_A_60	0.019760090857744217,0,0.026466144248843193,0,0,0.0443108007311821
34170_0009_A_61	0.08204148709774017,0,0.024796975776553154,0,0.009033678099513054,0.023319680243730545
34170_0009_A_62	0,0,0.03973066806793213,0.01306283101439476,0,0.00353347510099411
34170_0009_A_63	0,0.06740882992744446,0.014442799612879753,0.01567576453089714,0,0
34170_0009_A_64	0,0.023988282307982445,0.059569232165813446,0,0.00234895758330822,0.07258374989032745
34170_0010_A_66	0.03882162645459175,0,0,0,0,0
34170_0010_A_67	0.005101729184389114,0,0.011255143210291862,0,0,0.01824016124010086
34170_0011_A_71	0.03652982786297798,0,0,0,0,0.05165787786245346
34170_0011_A_74	0.007737297564744949,0,0.00041580013930797577,0,0,0.04195868968963623
34170_0011_A_76	0.08367790281772614,0,0.07648654282093048,0.13516667485237122,0.23394936323165894,0.06750945746898651
34170_0011_A_78	0.11180667579174042,0,0.0251175444573164,0,0.05133046209812164,0.0555674284696579
34170_0011_A_80	0.13880287110805511,0,0.047969281673431396,0,0.08054652810096741,0.08066670596599579
34170_0011_A_81	0.06966729462146759,0.2730472683906555,0.08142630755901337,0,0.035174012184143066,0
34170_0012_A_83	0.002581436187028885,0,0,0,0.005736527964472771,0.027183011174201965
34170_0012_A_84	0.03332384303212166,0,0,0,0,0.023630831390619278
34170_0012_A_85	0.03185741975903511,0,0,0,0,0.01877850666642189
34170_0012_A_86	0.05770747736096382,0,0.013113154098391533,0,0,0.006190899759531021
34170_0012_A_87	0.05945019796490669,0,0.011637745425105095,0,0,0.013897854834794998
34170_0012_A_88	0.04943959787487984,0,0.014950646087527275,0,0,0.006563857197761536
34170_0012_A_89	0.06139885261654854,0,0.015063120052218437,0,0,0.008763100951910019
34170_0012_A_90	0.045925308018922806,0,0,0,0,0.02081448957324028
34170_0012_A_92	0.04805399850010872,0,0,0.004959907382726669,0,0.001554001122713089
34170_0012_A_94	0.03304829075932503,0,0,0,0,0
34170_0012_A_96	0,0,0.05477909743785858,0,0,0
34170_0012_A_98	0,0,0.05529613792896271,0,0,0
34170_0012_A_99	0,0,0.01650446467101574,0.024169202893972397,0.003542928025126457,0
34170_0012_A_100	0,0,0.11489836871623993,0.014774005860090256,0.15631967782974243,0
34170_0012_A_101	0.03111829236149788,0,0,0,0.2071181982755661,0.08318206667900085
34170_0013_A_103	0.03214873746037483,0,0,0,0.08210831880569458,0.03359560668468475
34170_0013_A_104	0.045318979769945145,0,0,0,0.01294347457587719,0.039837855845689774
34170_0013_A_105	0.03645681217312813,0,0,0,0,0.03321666270494461
34170_0013_A_106	0.01975076273083687,0,0.00901867263019085,0,0.04746514558792114,0.0076235197484493256
34170_0013_A_107	0.02489374950528145,0,0,0,0.07407110929489136,0.0135938860476017
34170_0013_A_108	0,0,0.10272189974784851,0,0.10947275161743164,0
34170_0013_A_109	0,0,0.01095619611442089,0,0.1081237941980362,0.010663211345672607
34170_0013_A_110	0,0,0.03411555290222168,0,0,0
34170_0014_A_112	0.20604394376277924,0,0.06689204275608063,0.03447703644633293,0.5645225644111633,0.028538718819618225
34170_0014_A_113	0.3181949257850647,0.17110836505889893,0.07852628827095032,0.04130842909216881,0.25069624185562134,0
34170_0015_A_115	0.0756007581949234,0.046936482191085815,0.09565530717372894,0,0.11886194348335266,0.011667206883430481
34170_0015_A_116	0,0,0,0,0.0840090811252594,0.003448810428380966
34170_0015_A_117	0.0005413033068180084,1.7197598218917847,0,0,0.07814286649227142,0
34170_0015_A_118	0.031508345156908035,0.08688513934612274,0,0,0,0.05911535769701004
34170_0015_A_119	0.010999057441949844,0.5833766460418701,0,0,0,0
