id	emotion
34170_0002_A_12	0.05823562294244766,0.028266778215765953,0.00635108258575201,0.050055861473083496,0.019193235784769058,0.0
34170_0002_A_14	0.02055532857775688,0.0,0.0,0.049521271139383316,0.026734011247754097,0.0
34170_0003_A_16	0.024683859199285507,0.0167740136384964,0.0,0.06980109587311745,0.07323722541332245,0.01084369421005249
34170_0003_A_17	0.04174894094467163,0.004453807137906551,0.0,0.06377014517784119,0.12234530597925186,0.22501890361309052
34170_0003_A_18	0.048846721183508635,0.0,0.002336866222321987,0.04216334596276283,0.19172820448875427,0.35617557913064957
34170_0003_A_20	0.03191317990422249,0.0,0.0,0.0,0.25509316474199295,1.2080014944076538
34170_0003_A_21	0.05579729005694389,0.0,0.0,0.0,0.23368677496910095,0.9932166337966919
34170_0004_A_24	0.15610338747501373,0.0,0.002717270515859127,0.05488203465938568,0.13050084561109543,0.08349515870213509
34170_0004_A_25	2.3865045309066772,0.2722495272755623,0.0,0.0,0.018089480698108673,0.5294322520494461
34170_0004_A_26	0.6045261025428772,0.1076672226190567,0.0,0.01593804359436035,0.0940418466925621,0.11554719507694244
34170_0004_A_27	0.15151698514819145,0.0421178936958313,0.005663908086717129,0.02312597632408142,0.06945563107728958,0.012812691740691662
34170_0004_A_28	1.011246770620346,0.08477022126317024,0.0,0.0020645176991820335,0.0821024626493454,0.06294532120227814
34170_0005_A_31	0.4574945867061615,0.41420286148786545,0.039606042206287384,0.04835373908281326,0.07767978310585022,0.01881330832839012
34170_0005_A_33	0.25805045664310455,0.09100381284952164,0.0,0.043600112199783325,0.038962943479418755,0.0031380029395222664
34170_0005_A_35	0.10075977072119713,0.03819569759070873,0.06305336859077215,0.24222923815250397,0.03493640571832657,0.15247347205877304
34170_0004_A_29	0.24474922567605972,0.0,0.011838934384286404,0.05249670147895813,0.1651355680078268,0.07858387939631939
34170_0005_A_34	0.4487265795469284,0.06807504966855049,0.0,0.033450499176979065,0.013040900230407715,0.050494635477662086
34170_0005_A_36	0.08423721045255661,0.010935327969491482,0.01684108842164278,0.1869223341345787,0.0,0.1110664214938879
34170_0005_A_32	0.23549720644950867,0.10922693088650703,0.0,0.03713396191596985,0.05869234539568424,0.037379464134573936
34170_0007_A_42	0.04942229762673378,0.0029401201754808426,0.0,0.07448285818099976,0.08525167405605316,0.18419256806373596
34170_0007_A_43	0.03527461364865303,0.0,0.029264231212437153,0.039785757660865784,0.07109615951776505,0.1202046349644661
34170_0007_A_44	0.0,0.01727011799812317,0.04356407932937145,0.07595806568861008,0.1289013773202896,1.2911487817764282
34170_0007_A_45	0.02413494512438774,0.0030703311786055565,0.12211917899549007,0.06508615612983704,0.20975688099861145,0.8112362921237946
34170_0007_A_46	0.12129361554980278,0.873216986656189,0.12016338855028152,0.03442294895648956,0.15398167818784714,0.3822948932647705
34170_0007_A_47	0.059038951992988586,0.1576148346066475,0.0,0.03422911465167999,0.051456425338983536,0.2634454071521759
34170_0008_A_49	0.07357452064752579,0.052478983998298645,0.0,0.018691837787628174,0.07691985368728638,0.04821615479886532
34170_0008_A_50	0.013727008830755949,0.0,0.0,0.01684585213661194,0.08568167686462402,0.03938686475157738
34170_0008_A_51	0.11750223115086555,0.02071193791925907,0.0,0.0,0.10152170807123184,0.0
34170_0009_A_54	0.02903735265135765,0.0,0.0,0.016858451068401337,0.09103565290570259,0.05111329443752766
34170_0009_A_56	0.028287753462791443,0.0,0.0,0.042774707078933716,0.06816555745899677,0.03191988728940487
34170_0009_A_58	0.08425254002213478,0.0,0.0,0.015147938393056393,0.08803915232419968,0.046851746737957
34170_0009_A_59	0.014104064553976059,0.0,0.006237632595002651,0.028888046741485596,0.011461854912340641,0.0470637921243906
34170_0009_A_60	0.040670230984687805,0.0,0.0,0.008248529396951199,0.02414882183074951,0.03473839722573757
34170_0009_A_61	0.06780042499303818,0.0,0.0,0.012013687752187252,0.07677550613880157,0.009325633756816387
34170_0009_A_62	0.01650795340538025,0.0,0.0,0.022778138518333435,0.09891299158334732,0.006763794459402561
34170_0009_A_63	0.05611294507980347,0.04453084524720907,0.0,0.03448421508073807,0.16147617995738983,0.00025544874370098114
34170_0009_A_64	0.005686591845005751,0.010547892190515995,0.0046661850064992905,0.02686450630426407,0.12600401788949966,0.10952799394726753
34170_0010_A_66	0.06716306135058403,0.0,0.0,0.019427932798862457,0.0020467042922973633,0.00453096441924572
34170_0010_A_67	0.024185851216316223,0.0,0.0,0.03595833480358124,0.021220121532678604,0.04934616945683956
34170_0011_A_71	0.06096833199262619,0.0,0.0,0.02139926329255104,0.3156295269727707,0.1208261251449585
34170_0011_A_74	0.0342940092086792,0.0,0.0,0.043448060750961304,0.04172185808420181,0.053983092308044434
34170_0011_A_76	0.06615795567631721,0.0,0.0,0.10699596256017685,0.1666889488697052,0.04875236190855503
34170_0011_A_78	0.07186948508024216,0.0,0.004737703129649162,0.03968779742717743,0.11313681304454803,0.05133870057761669
34170_0011_A_80	0.09287143126130104,0.0,0.0,0.04370138794183731,0.11763907968997955,0.10486574098467827
34170_0011_A_81	0.07461732253432274,0.13018633425235748,0.024268146604299545,0.024625174701213837,0.03739059530198574,0.0
34170_0012_A_83	0.019419793039560318,0.0,0.0,0.021770767867565155,0.0683504194021225,0.057836467400193214
34170_0012_A_84	0.06993255391716957,0.0,0.006405835971236229,0.01593313366174698,0.027215799316763878,0.07572798803448677
34170_0012_A_85	0.061931222677230835,0.0,0.013045651838183403,0.02046825736761093,0.00544213131070137,0.07736915722489357
34170_0012_A_86	0.05968029797077179,0.0,0.006625046953558922,0.020746655762195587,0.0,0.07826285064220428
34170_0012_A_87	0.0653056874871254,0.0,0.002999221906065941,0.03203132748603821,0.0,0.08779454603791237
34170_0012_A_88	0.06560268998146057,0.0,0.009103363379836082,0.022915728390216827,0.003706088289618492,0.08398550748825073
34170_0012_A_89	0.06360805034637451,0.0,0.0,0.030031725764274597,0.0035933852195739746,0.0848635621368885
34170_0012_A_90	0.040015749633312225,0.0,0.0,0.014724320732057095,0.0023177191615104675,0.06294339895248413
34170_0012_A_92	0.0394083634018898,0.0,0.0,0.01984114944934845,0.0,0.03041190840303898
34170_0012_A_94	0.03428491950035095,0.0,0.0,0.023573368787765503,0.0,0.03850426338613033
34170_0012_A_96	0.015021637082099915,0.044360069558024406,0.0006802966818213463,0.016467824578285217,0.003261355683207512,0.017266331240534782
34170_0012_A_98	0.03741278499364853,0.004380418919026852,0.0,0.04551967233419418,0.006578352302312851,0.03423502296209335
34170_0012_A_99	0.027402155101299286,0.0,0.0,0.05559428781270981,0.07294712215662003,0.023820029571652412
34170_0012_A_100	0.00794653594493866,0.0,0.023611515760421753,0.046027131378650665,0.19307497143745422,0.008756706491112709
34170_0012_A_101	0.03597743436694145,0.0,0.0,0.0,0.43884114921092987,0.20382190495729446
34170_0013_A_103	0.04995718598365784,0.0,0.0,0.0,0.19001555442810059,0.0684366375207901
34170_0013_A_104	0.06359631568193436,0.0,0.0,0.0,0.19488908350467682,0.08772945404052734
34170_0013_A_105	0.0449942871928215,0.0,0.0,0.0,0.10040751844644547,0.08634373918175697
34170_0013_A_106	0.03203453868627548,0.0,0.0,0.011358438991010189,0.16058321297168732,0.07425805553793907
34170_0013_A_107	0.024089030921459198,0.0,0.0,0.013214617036283016,0.17139842361211777,0.07083357498049736
34170_0013_A_108	0.03169570863246918,0.0032209185883402824,0.0,0.01204171683639288,0.17624585330486298,0.030976650305092335
34170_0013_A_109	0.02544083073735237,0.007608494721353054,0.0,0.01173402275890112,0.19419100135564804,0.06395929679274559
34170_0013_A_110	0.017166167497634888,0.0,0.0,0.029451623558998108,0.029636211693286896,0.009281867183744907
34170_0014_A_112	0.07036982476711273,0.021793581545352936,0.0,0.013530895113945007,0.4772496372461319,0.04312598705291748
34170_0014_A_113	0.1237284280359745,0.03297574073076248,0.0,0.006398312747478485,0.25195376574993134,0.01756947673857212
34170_0015_A_115	0.052694737911224365,0.0007771607488393784,0.00492866151034832,0.027904613874852657,0.19119992852210999,0.015758821740746498
34170_0015_A_116	0.022783536463975906,0.0,0.0,0.02877997513860464,0.17385877668857574,0.013028809800744057
34170_0015_A_117	0.004255201667547226,1.6694965958595276,0.0,0.008816725574433804,0.06432173401117325,0.0
34170_0015_A_118	0.0393887753598392,0.004710700362920761,0.0,0.032968051731586456,0.010526567697525024,0.06495747342705727
34170_0015_A_119	0.03309432044625282,0.5502950996160507,0.0,0.020553715527057648,0.011782066896557808,0.007389000616967678
34170_0015_A_120	0.02130933478474617,0.016493575647473335,0.0,0.07950542122125626,0.00538228265941143,0.04324052669107914
34170_0015_A_121	0.038306307047605515,0.1999511420726776,0.0,0.04773721098899841,0.01607242412865162,0.05115651898086071
34170_0016_A_123	0.010233268141746521,0.0,0.0,0.023324579000473022,0.003924108110368252,0.04457481391727924
34170_0016_A_124	0.02897496148943901,0.17622150480747223,0.09547577053308487,0.04335350543260574,0.007010645233094692,0.0
34170_0016_A_125	0.01442527724429965,0.20987972617149353,0.0,0.04419312626123428,0.011414999142289162,0.0013130959123373032
34170_0016_A_126	0.026276566088199615,0.005312567576766014,0.0,0.028636448085308075,0.021416143514215946,0.03028606530278921
34170_0016_A_127	0.031928882002830505,0.0038642222061753273,0.0,0.019559785723686218,0.052067143842577934,0.040976038202643394
34170_0016_A_128	0.027397502213716507,0.22506963461637497,0.057019030675292015,0.03020744025707245,0.026566103100776672,0.06098664831370115
34170_0016_A_129	0.023503973614424467,0.1811070516705513,0.0065862517803907394,0.03024708479642868,0.0618930384516716,0.13649746775627136
34170_0016_A_130	0.0347411222755909,0.1523096077144146,0.008586420677602291,0.012149008922278881,0.0582055002450943,0.04031171556562185
34170_0016_A_131	0.011291101109236479,0.055071353912353516,0.049515945836901665,0.20574482530355453,0.012659373693168163,0.047684505581855774
34170_0016_A_132	0.0383790354244411,0.027964698150753975,0.00801303144544363,0.09437013417482376,0.0047685615718364716,0.10636202245950699
34170_0016_A_133	0.02784840390086174,0.039291420951485634,0.0,0.0,0.03280818648636341,0.06187446415424347
34170_0016_A_134	0.10161349177360535,0.07413146086037159,0.0,0.010747283697128296,0.0661172941327095,0.12418992444872856
34170_0016_A_135	0.11296471580862999,0.027579663321375847,0.0,0.0062487563118338585,0.0,0.09315294772386551
34170_0016_A_136	0.03231431171298027,1.382495403289795,0.0,0.0,0.06549092568457127,0.040736230090260506
34170_0017_A_139	0.05993834510445595,0.0,0.0,0.014388269744813442,0.01743774116039276,0.03319043479859829
34170_0017_A_140	0.046109639108181,0.0,0.0,0.02279716730117798,0.0036360006779432297,0.019527469761669636
34170_0017_A_141	0.015539132058620453,0.058719001710414886,0.0,0.021576151251792908,0.014133301563560963,0.042007701471447945
34170_0017_A_142	0.03351585566997528,0.0,0.0,0.04641887545585632,0.0,0.024658078327775
34170_0017_A_143	0.039000045508146286,0.023976707831025124,0.0,0.014613269828259945,0.05307169258594513,0.0
34170_0017_A_144	0.027159854769706726,0.054784417152404785,0.0,0.026985034346580505,0.029403531923890114,0.015481953509151936
34170_0017_A_145	0.02348840981721878,0.0,0.0,0.030886463820934296,0.06820635497570038,0.05069116689264774
34170_0017_A_146	0.021317582111805677,0.0,0.0,0.01623308565467596,0.015821056440472603,0.027281450107693672
34170_0017_A_147	0.09897790476679802,0.0,0.012980435974895954,0.03496455401182175,0.06469129398465157,0.07768400572240353
34170_0017_A_148	0.0975419133901596,0.017647679895162582,0.0,0.06263143941760063,0.0886101946234703,0.2858598083257675
34170_0017_A_149	0.2735307663679123,0.04995965212583542,0.0,0.004447183571755886,0.04502422362565994,0.0
