id	emotion
34170_0002_A_12	0.03189452225342393,0.03462925883941352,0.030068057108049592,0.01735777733847499,0.024104939152797066,0.012874235011016328
34170_0002_A_14	0.007918799916903177,0.013834007588836055,0.01359584176292022,0.017972433536003033,0.02922556245078643,0.008942899542550247
34170_0003_A_16	0.008779553479204576,0.017116481624543666,0.00950472050656875,0.027594134863466027,0.041610351515312984,0.010269761939222613
34170_0003_A_17	0.020321680558845402,0.010834550950676203,0.015317995722095171,0.03358729630708694,0.08773680826028189,0.1624287687242031
34170_0003_A_18	0.01769256660869966,0.013805508924027285,0.009712234900022546,0.027200660109519957,0.17147174508621296,0.21690516856809458
34170_0003_A_20	0.008511219375456373,0.0,0.03227182210733493,0.007234390421460072,0.18019619528204203,1.0059801166256268
34170_0003_A_21	0.015048577962443231,0.0024525766571362813,0.03214540549864371,0.011112475395202638,0.1606311809271574,0.8799026827017467
34170_0004_A_24	0.09097199371705453,0.004240855885048708,0.012200485682114959,0.028696874187638364,0.0682503975306948,0.031316239231576525
34170_0004_A_25	2.1187927017609276,0.11212561478217442,0.024836013093590736,0.012496154910574356,0.029239154785561064,0.5312300422539313
34170_0004_A_26	0.34948828735699256,0.05093174363331249,0.013806887653966746,0.021014628776659567,0.06226876955479383,0.03700596087922652
34170_0004_A_27	0.06385338393350443,0.02412149798280249,0.016197766503319142,0.021026570598284403,0.058920458378270264,0.005802211149906119
34170_0004_A_28	0.6218181848526001,0.041735222741651035,0.006103770496944587,0.01135750787022213,0.06893347731480996,0.054311630036681886
34170_0005_A_31	0.2868040603895982,0.27604340203106403,0.027213558834046126,0.03718804077555736,0.05345330275595188,0.007814830060427387
34170_0005_A_33	0.20372097560515007,0.0645620983093977,0.01344154846544067,0.03533028059949478,0.05335714559381207,0.0070913500773410005
34170_0005_A_35	0.05835359121362368,0.04507653430725138,0.11291581549060842,0.1972582210786641,0.024258958641439673,0.1120027473817269
34170_0004_A_29	0.11408186994182568,0.013420614770924051,0.016287896673505504,0.029775417502969505,0.16063207869107524,0.038351117408213516
34170_0005_A_34	0.5555924033125242,0.05315684564411641,0.0097172599285841,0.0239716206677258,0.015253695480835935,0.046957230133314924
34170_0005_A_36	0.03808024963364005,0.028558689340328177,0.056594374512011804,0.11933572267492612,0.005920257760832707,0.0699518999705712
34170_0005_A_32	0.14430657178163528,0.06576007899517815,0.00215233750641346,0.03215089440345764,0.03454465131120135,0.02330105860407154
34170_0007_A_42	0.017142287098492186,0.008200415580843886,0.018538767161468662,0.04860984875510137,0.07261161558174839,0.13710964024066927
34170_0007_A_43	0.01099384631961584,0.009210949096207817,0.030876651204501587,0.03923326625178258,0.037365239082525176,0.04655339219607413
34170_0007_A_44	0.006322510866448283,0.0170429527759552,0.033960548353691895,0.07476031724363565,0.08853807176152864,1.50130695104599
34170_0007_A_45	0.021155142535765965,0.011246596509590746,0.10265839494143923,0.051286312254766625,0.11180641639512033,0.8340670441587766
34170_0007_A_46	0.08403325056036313,0.7956899791955948,0.1097194634998838,0.032730429681638876,0.06865764663865169,0.49327306970953944
34170_0007_A_47	0.03212706511840224,0.21006920915096997,0.02734418793891867,0.02974010482430458,0.027234895053940514,0.22469376201430954
34170_0008_A_49	0.030526586695729444,0.03101075058802962,0.0038869132598241167,0.01277576976766189,0.05309960388888916,0.024492624262347818
