id	emotion
34170_0002_A_12	0.05385793372988701,0.012864470481872559,0.0825381651520729,0.010072711855173111,0,0
34170_0002_A_14	0.03443361446261406,0,0.05155505985021591,0.020736072212457657,0,0
34170_0003_A_16	0.04579393193125725,0,0.0301661416888237,0.036501068621873856,0.022031696513295174,0
34170_0003_A_17	0.07182009518146515,0,0.041485898196697235,0.041581545025110245,0.04285790026187897,0.08313104510307312
34170_0003_A_18	0.08986882865428925,0,0.04013197869062424,0.036502961069345474,0.17298859357833862,0.2600553035736084
34170_0003_A_20	0.11405976116657257,0,0.08016670495271683,0,0.04439568519592285,0.7722689509391785
34170_0003_A_21	0.048764001578092575,0,0.0700925663113594,0,0.04834763705730438,0.6877681016921997
34170_0004_A_24	0.1585073322057724,0.009754054248332977,0.04231282323598862,0.03273436799645424,0.0543704628944397,0.08049704134464264
34170_0004_A_25	2.215327739715576,0.20066209137439728,0,0,0,0.772331714630127
34170_0004_A_26	1.2389510869979858,0.27519699931144714,0.05134323239326477,0,0.013200731948018074,0.29108044505119324
34170_0004_A_27	0.2691023051738739,0.12247760593891144,0.04714081436395645,0.012477610260248184,0.05527302622795105,0.028760993853211403
34170_0004_A_28	1.8176661729812622,0.15362942218780518,0,0,0.047983318567276,0.20863036811351776
34170_0005_A_31	0.3190842270851135,0.41904792189598083,0.1497325599193573,0.03492845222353935,0.06438736617565155,0.01714964397251606
34170_0005_A_33	0.15754522383213043,0.04332731291651726,0.04180271178483963,0.033334698528051376,0.003660352900624275,0.01403815858066082
34170_0005_A_35	0.0864354819059372,0,0.04248753935098648,0.26013654470443726,0,0.10788726806640625
34170_0004_A_29	0.43732476234436035,0.017962440848350525,0.02976829558610916,0.0634768009185791,0.15720611810684204,0.030275193974375725
34170_0005_A_34	0.6418975591659546,0.08422102779150009,0,0.03952348604798317,0,0.15027844905853271
34170_0005_A_36	0.12231545150279999,0,0.03598236292600632,0.16976109147071838,0,0.09559760987758636
34170_0005_A_32	0.18421848118305206,0.13940532505512238,0.03957553952932358,0.01960306242108345,0.018030555918812752,0.056971170008182526
34170_0007_A_42	0.0735221654176712,0,0,0.009527105838060379,0,0.1025194302201271
34170_0007_A_43	0.041026752442121506,0,0.03606530278921127,0.03619721159338951,0,0.10899348556995392
34170_0007_A_44	0,0,0.07017234712839127,0.07064016163349152,0.03676164150238037,1.5834112167358398
34170_0007_A_45	0.04814557358622551,0,0.2162160873413086,0.07531141489744186,0.22925584018230438,0.7171632051467896
34170_0007_A_46	0.1638328731060028,0.5865404605865479,0.13191118836402893,0,0,0.33720317482948303
34170_0007_A_47	0.0313691608607769,0.1348094344139099,0.06817993521690369,0,0,0.2333640605211258
34170_0008_A_49	0.04257084056735039,0.05197468027472496,0,0,0.007748128846287727,0.02901465632021427
34170_0008_A_50	0.0055701844394207,0,0,0,0,0.05356563627719879
34170_0008_A_51	0.06668059527873993,0.05246739834547043,0.006058894097805023,0,0,0
34170_0009_A_54	0.024067234247922897,0,0,0,0.010679187253117561,0.05541503429412842
34170_0009_A_56	0.02365661785006523,0,0,0,0,0.0003600362688302994
34170_0009_A_58	0.13062934577465057,0,0,0,0.020332740619778633,0.017541324719786644
34170_0009_A_59	0.020015697926282883,0,0.029229186475276947,0,0,0.03336024284362793
34170_0009_A_60	0.02804742380976677,0,0.03130192309617996,0,0,0.04385039955377579
34170_0009_A_61	0.08140043914318085,0,0.02475709468126297,0,0,0.01754550077021122
34170_0009_A_62	0,0,0.04533594101667404,0.016330521553754807,0,0.001117819920182228
34170_0009_A_63	0,0.05999090522527695,0.02004147320985794,0.018468324095010757,0,0
34170_0009_A_64	0,0.02015877515077591,0.05880013108253479,0,0.007268400862812996,0.06726521253585815
34170_0010_A_66	0.040607791393995285,0,0,0,0,0
34170_0010_A_67	0.011320006102323532,0,0.012438885867595673,0,0,0.020007723942399025
34170_0011_A_71	0.04339412972331047,0,0,0,0,0.04947057366371155
34170_0011_A_74	0.009291630238294601,0,0.0011272653937339783,0,0,0.04141848534345627
34170_0011_A_76	0.05986220762133598,0,0.03201334923505783,0.08303411304950714,0.13703715801239014,0.06346333026885986
34170_0011_A_78	0.10703517496585846,0,0.029724009335041046,0.0012745670974254608,0.061263203620910645,0.051765989512205124
